date,上证指数_close,深证成指_close,创业板指_close,沪深300_close,科创50_close,上证指数_pct,深证成指_pct,创业板指_pct,沪深300_pct,科创50_pct,amount_yi,up,down,flat,limit_up,limit_down
2025-11-24,3836.77,12585.08,2929.04,4448.05,1296.60,0.05,0.37,0.31,-0.12,0.84,17277.7,,,,,
2025-11-25,3870.02,12777.31,2980.93,4490.40,1302.17,0.87,1.53,1.77,0.95,0.43,18121.5,,,,,
2025-11-26,3864.18,12907.83,3044.69,4517.63,1315.04,-0.15,1.02,2.14,0.61,0.99,17833.5,,,,,
2025-11-27,3875.26,12875.19,3031.30,4515.40,1310.70,0.29,-0.25,-0.44,-0.05,-0.33,17097.9,,,,,
2025-11-28,3888.60,12984.08,3052.59,4526.66,1327.15,0.34,0.85,0.70,0.25,1.26,15858.0,,,,,
2025-12-01,3914.01,13146.72,3092.50,4576.49,1336.76,0.65,1.25,1.31,1.10,0.72,18739.4,,,,,
2025-12-02,3897.71,13056.70,3071.15,4554.33,1320.16,-0.42,-0.68,-0.69,-0.48,-1.24,15934.3,,,,,
2025-12-03,3878.00,12955.25,3036.79,4531.05,1308.37,-0.51,-0.78,-1.12,-0.51,-0.89,16699.6,,,,,
2025-12-04,3875.79,13006.72,3067.48,4546.57,1326.16,-0.06,0.40,1.01,0.34,1.36,15489.6,,,,,
2025-12-05,3902.81,13147.68,3109.30,4584.54,1326.10,0.70,1.08,1.36,0.84,0.00,17257.7,,,,,
2025-12-08,3924.08,13329.99,3190.27,4621.75,1350.80,0.54,1.39,2.60,0.81,1.86,20366.5,,,,,
2025-12-09,3909.52,13277.36,3209.60,4598.22,1347.11,-0.37,-0.39,0.61,-0.51,-0.27,19039.5,,,,,
2025-12-10,3900.50,13316.42,3209.00,4591.83,1346.70,-0.23,0.29,-0.02,-0.14,-0.03,17785.0,,,,,
2025-12-11,3873.32,13147.39,3163.67,4552.18,1325.83,-0.70,-1.27,-1.41,-0.86,-1.55,18571.1,,,,,
2025-12-12,3889.35,13258.33,3194.36,4580.95,1348.88,0.41,0.84,0.97,0.63,1.74,20922.1,,,,,
2025-12-15,3867.92,13112.09,3137.80,4552.06,1318.91,-0.55,-1.10,-1.77,-0.63,-2.22,17734.4,,,,,
2025-12-16,3824.81,12914.67,3071.76,4497.55,1293.38,-1.11,-1.51,-2.10,-1.20,-1.94,17241.7,,,,,
2025-12-17,3870.28,13224.51,3175.91,4579.88,1325.33,1.19,2.40,3.39,1.83,2.47,18111.5,,,,,
2025-12-18,3876.37,13053.97,3107.06,4552.79,1305.97,0.16,-1.29,-2.17,-0.59,-1.46,16554.8,,,,,
2025-12-19,3890.45,13140.21,3122.24,4568.18,1308.59,0.36,0.66,0.49,0.34,0.20,17259.1,,,,,
2025-12-22,3917.36,13332.73,3191.98,4611.62,1335.25,0.69,1.47,2.23,0.95,2.04,18619.4,,,,,
2025-12-23,3919.98,13368.99,3205.01,4620.73,1340.02,0.07,0.27,0.41,0.20,0.36,18998.4,,,,,
2025-12-24,3940.95,13486.42,3229.58,4634.06,1352.13,0.53,0.88,0.77,0.29,0.90,18802.7,,,,,
2025-12-25,3959.62,13531.41,3239.34,4642.54,1349.06,0.47,0.33,0.30,0.18,-0.23,19245.2,,,,,
2025-12-26,3963.68,13603.89,3243.88,4657.24,1345.83,0.10,0.54,0.14,0.32,-0.24,21601.9,,,,,
2025-12-29,3965.28,13537.10,3222.61,4639.37,1346.32,0.04,-0.49,-0.66,-0.38,0.04,21393.4,,,,,
2025-12-30,3965.12,13604.07,3242.90,4651.28,1359.87,0.00,0.49,0.63,0.26,1.01,21426.2,,,,,
2025-12-31,3968.84,13525.02,3203.17,4629.94,1344.20,0.09,-0.58,-1.23,-0.46,-1.15,20452.3,,,,,
